Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts , Sales, COGS ,Profit,Date,Month Number, Month Name ,Year
Midmarket,France, Amarilla , High ,2072, $260.00 , $15.00 ," $31,080.00 "," $3,108.00 ",27972.00," $20,720.00 ",7252.00,12/1/2014,12, December ,2014
Small Business,France, Amarilla , High ,853, $260.00 , $300.00 ," $255,900.00 "," $25,590.00 ",230310.00," $213,250.00 ",17060.00,12/1/2014,12, December ,2014
Channel Partners,France, Carretera , High ,1198, $3.00 , $12.00 ," $14,376.00 "," $1,581.36 ",12794.64," $3,594.00 ",9200.64,10/1/2013,10, October ,2013
Government,France, Paseo , High ,2532, $10.00 , $7.00 ," $17,724.00 "," $1,949.64 ",15774.36," $12,660.00 ",3114.36,4/1/2014,4, April ,2014
Channel Partners,France, Paseo , High ,1198, $10.00 , $12.00 ," $14,376.00 "," $1,581.36 ",12794.64," $3,594.00 ",9200.64,10/1/2013,10, October ,2013
Midmarket,Canada, Velo , High ,384, $120.00 , $15.00 ," $5,760.00 ", $633.60 ,5126.40," $3,840.00 ",1286.40,1/1/2014,1, January ,2014
Channel Partners,Germany, Velo , High ,472, $120.00 , $12.00 ," $5,664.00 ", $623.04 ,5040.96," $1,416.00 ",3624.96,10/1/2014,10, October ,2014
Government,United States of America, VTT , High ,1579, $250.00 , $7.00 ," $11,053.00 "," $1,215.83 ",9837.17," $7,895.00 ",1942.17,3/1/2014,3, March ,2014
Channel Partners,Mexico, VTT , High ,1005, $250.00 , $12.00 ," $12,060.00 "," $1,326.60 ",10733.40," $3,015.00 ",7718.40,9/1/2013,9, September ,2013
Midmarket,United States of America, Amarilla , High ,3199.5, $260.00 , $15.00 ," $47,992.50 "," $5,279.18 ",42713.33," $31,995.00 ",10718.33,7/1/2014,7, July ,2014
Channel Partners,Germany, Amarilla , High ,472, $260.00 , $12.00 ," $5,664.00 ", $623.04 ,5040.96," $1,416.00 ",3624.96,10/1/2014,10, October ,2014
Channel Partners,Canada, Carretera , High ,1937, $3.00 , $12.00 ," $23,244.00 "," $2,556.84 ",20687.16," $5,811.00 ",14876.16,2/1/2014,2, February ,2014
Government,Germany, Carretera , High ,792, $3.00 , $350.00 ," $277,200.00 "," $30,492.00 ",246708.00," $205,920.00 ",40788.00,3/1/2014,3, March ,2014
Small Business,Germany, Carretera , High ,2811, $3.00 , $300.00 ," $843,300.00 "," $92,763.00 ",750537.00," $702,750.00 ",47787.00,7/1/2014,7, July ,2014
Enterprise,France, Carretera , High ,2441, $3.00 , $125.00 ," $305,125.00 "," $33,563.75 ",271561.25," $292,920.00 ",-21358.75,10/1/2014,10, October ,2014
Midmarket,Canada, Carretera , High ,1560, $3.00 , $15.00 ," $23,400.00 "," $2,574.00 ",20826.00," $15,600.00 ",5226.00,11/1/2013,11, November ,2013
Government,Mexico, Carretera , High ,2706, $3.00 , $7.00 ," $18,942.00 "," $2,083.62 ",16858.38," $13,530.00 ",3328.38,11/1/2013,11, November ,2013
Government,Germany, Montana , High ,766, $5.00 , $350.00 ," $268,100.00 "," $29,491.00 ",238609.00," $199,160.00 ",39449.00,1/1/2014,1, January ,2014
Government,Germany, Montana , High ,2992, $5.00 , $20.00 ," $59,840.00 "," $6,582.40 ",53257.60," $29,920.00 ",23337.60,10/1/2013,10, October ,2013
Midmarket,Mexico, Montana , High ,2157, $5.00 , $15.00 ," $32,355.00 "," $3,559.05 ",28795.95," $21,570.00 ",7225.95,12/1/2014,12, December ,2014
Small Business,Canada, Paseo , High ,873, $10.00 , $300.00 ," $261,900.00 "," $28,809.00 ",233091.00," $218,250.00 ",14841.00,1/1/2014,1, January ,2014
Government,Mexico, Paseo , High ,1122, $10.00 , $20.00 ," $22,440.00 "," $2,468.40 ",19971.60," $11,220.00 ",8751.60,3/1/2014,3, March ,2014
Government,Canada, Paseo , High ,2104.5, $10.00 , $350.00 ," $736,575.00 "," $81,023.25 ",655551.75," $547,170.00 ",108381.75,7/1/2014,7, July ,2014
Channel Partners,Canada, Paseo , High ,4026, $10.00 , $12.00 ," $48,312.00 "," $5,314.32 ",42997.68," $12,078.00 ",30919.68,7/1/2014,7, July ,2014
Channel Partners,France, Paseo , High ,2425.5, $10.00 , $12.00 ," $29,106.00 "," $3,201.66 ",25904.34," $7,276.50 ",18627.84,7/1/2014,7, July ,2014
Government,Canada, Paseo , High ,2394, $10.00 , $20.00 ," $47,880.00 "," $5,266.80 ",42613.20," $23,940.00 ",18673.20,8/1/2014,8, August ,2014
Midmarket,Mexico, Paseo , High ,1984, $10.00 , $15.00 ," $29,760.00 "," $3,273.60 ",26486.40," $19,840.00 ",6646.40,8/1/2014,8, August ,2014
Enterprise,France, Paseo , High ,2441, $10.00 , $125.00 ," $305,125.00 "," $33,563.75 ",271561.25," $292,920.00 ",-21358.75,10/1/2014,10, October ,2014
Government,Germany, Paseo , High ,2992, $10.00 , $20.00 ," $59,840.00 "," $6,582.40 ",53257.60," $29,920.00 ",23337.60,10/1/2013,10, October ,2013
Small Business,Canada, Paseo , High ,1366, $10.00 , $300.00 ," $409,800.00 "," $45,078.00 ",364722.00," $341,500.00 ",23222.00,11/1/2014,11, November ,2014
Government,France, Velo , High ,2805, $120.00 , $20.00 ," $56,100.00 "," $6,171.00 ",49929.00," $28,050.00 ",21879.00,9/1/2013,9, September ,2013
Midmarket,Mexico, Velo , High ,655, $120.00 , $15.00 ," $9,825.00 "," $1,080.75 ",8744.25," $6,550.00 ",2194.25,9/1/2013,9, September ,2013
Government,Mexico, Velo , High ,344, $120.00 , $350.00 ," $120,400.00 "," $13,244.00 ",107156.00," $89,440.00 ",17716.00,10/1/2013,10, October ,2013
Government,Canada, Velo , High ,1808, $120.00 , $7.00 ," $12,656.00 "," $1,392.16 ",11263.84," $9,040.00 ",2223.84,11/1/2014,11, November ,2014
Channel Partners,France, VTT , High ,1734, $250.00 , $12.00 ," $20,808.00 "," $2,288.88 ",18519.12," $5,202.00 ",13317.12,1/1/2014,1, January ,2014
Enterprise,Mexico, VTT , High ,554, $250.00 , $125.00 ," $69,250.00 "," $7,617.50 ",61632.50," $66,480.00 ",-4847.50,1/1/2014,1, January ,2014
Government,Canada, VTT , High ,2935, $250.00 , $20.00 ," $58,700.00 "," $6,457.00 ",52243.00," $29,350.00 ",22893.00,11/1/2013,11, November ,2013
Enterprise,Germany, Amarilla , High ,3165, $260.00 , $125.00 ," $395,625.00 "," $43,518.75 ",352106.25," $379,800.00 ",-27693.75,1/1/2014,1, January ,2014
Government,Mexico, Amarilla , High ,2629, $260.00 , $20.00 ," $52,580.00 "," $5,783.80 ",46796.20," $26,290.00 ",20506.20,1/1/2014,1, January ,2014
Enterprise,France, Amarilla , High ,1433, $260.00 , $125.00 ," $179,125.00 "," $19,703.75 ",159421.25," $171,960.00 ",-12538.75,5/1/2014,5, May ,2014
Enterprise,Mexico, Amarilla , High ,947, $260.00 , $125.00 ," $118,375.00 "," $13,021.25 ",105353.75," $113,640.00 ",-8286.25,9/1/2013,9, September ,2013
Government,Mexico, Amarilla , High ,344, $260.00 , $350.00 ," $120,400.00 "," $13,244.00 ",107156.00," $89,440.00 ",17716.00,10/1/2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ,2157, $260.00 , $15.00 ," $32,355.00 "," $3,559.05 ",28795.95," $21,570.00 ",7225.95,12/1/2014,12, December ,2014
Government,United States of America, Paseo , High ,380, $10.00 , $7.00 ," $2,660.00 ", $292.60 ,2367.40," $1,900.00 ",467.40,9/1/2013,9, September ,2013
Government,Mexico, Carretera , High ,886, $3.00 , $350.00 ," $310,100.00 "," $37,212.00 ",272888.00," $230,360.00 ",42528.00,6/1/2014,6, June ,2014
Enterprise,Canada, Carretera , High ,2416, $3.00 , $125.00 ," $302,000.00 "," $36,240.00 ",265760.00," $289,920.00 ",-24160.00,9/1/2013,9, September ,2013
Enterprise,Mexico, Carretera , High ,2156, $3.00 , $125.00 ," $269,500.00 "," $32,340.00 ",237160.00," $258,720.00 ",-21560.00,10/1/2014,10, October ,2014
Midmarket,Canada, Carretera , High ,2689, $3.00 , $15.00 ," $40,335.00 "," $4,840.20 ",35494.80," $26,890.00 ",8604.80,11/1/2014,11, November ,2014
Midmarket,United States of America, Montana , High ,677, $5.00 , $15.00 ," $10,155.00 "," $1,218.60 ",8936.40," $6,770.00 ",2166.40,3/1/2014,3, March ,2014
Small Business,France, Montana , High ,1773, $5.00 , $300.00 ," $531,900.00 "," $63,828.00 ",468072.00," $443,250.00 ",24822.00,4/1/2014,4, April ,2014
Government,Mexico, Montana , High ,2420, $5.00 , $7.00 ," $16,940.00 "," $2,032.80 ",14907.20," $12,100.00 ",2807.20,9/1/2014,9, September ,2014
Government,Canada, Montana , High ,2734, $5.00 , $7.00 ," $19,138.00 "," $2,296.56 ",16841.44," $13,670.00 ",3171.44,10/1/2014,10, October ,2014
Government,Mexico, Montana , High ,1715, $5.00 , $20.00 ," $34,300.00 "," $4,116.00 ",30184.00," $17,150.00 ",13034.00,10/1/2013,10, October ,2013
Small Business,France, Montana , High ,1186, $5.00 , $300.00 ," $355,800.00 "," $42,696.00 ",313104.00," $296,500.00 ",16604.00,12/1/2013,12, December ,2013
Small Business,United States of America, Paseo , High ,3495, $10.00 , $300.00 ," $1,048,500.00 "," $125,820.00 ",922680.00," $873,750.00 ",48930.00,1/1/2014,1, January ,2014
Government,Mexico, Paseo , High ,886, $10.00 , $350.00 ," $310,100.00 "," $37,212.00 ",272888.00," $230,360.00 ",42528.00,6/1/2014,6, June ,2014
Enterprise,Mexico, Paseo , High ,2156, $10.00 , $125.00 ," $269,500.00 "," $32,340.00 ",237160.00," $258,720.00 ",-21560.00,10/1/2014,10, October ,2014
Government,Mexico, Paseo , High ,905, $10.00 , $20.00 ," $18,100.00 "," $2,172.00 ",15928.00," $9,050.00 ",6878.00,10/1/2014,10, October ,2014
Government,Mexico, Paseo , High ,1715, $10.00 , $20.00 ," $34,300.00 "," $4,116.00 ",30184.00," $17,150.00 ",13034.00,10/1/2013,10, October ,2013
Government,France, Paseo , High ,1594, $10.00 , $350.00 ," $557,900.00 "," $66,948.00 ",490952.00," $414,440.00 ",76512.00,11/1/2014,11, November ,2014
Small Business,Germany, Paseo , High ,1359, $10.00 , $300.00 ," $407,700.00 "," $48,924.00 ",358776.00," $339,750.00 ",19026.00,11/1/2014,11, November ,2014
Small Business,Mexico, Paseo , High ,2150, $10.00 , $300.00 ," $645,000.00 "," $77,400.00 ",567600.00," $537,500.00 ",30100.00,11/1/2014,11, November ,2014
Government,Mexico, Paseo , High ,1197, $10.00 , $350.00 ," $418,950.00 "," $50,274.00 ",368676.00," $311,220.00 ",57456.00,11/1/2014,11, November ,2014
Midmarket,Mexico, Paseo , High ,380, $10.00 , $15.00 ," $5,700.00 ", $684.00 ,5016.00," $3,800.00 ",1216.00,12/1/2013,12, December ,2013
Government,Mexico, Paseo , High ,1233, $10.00 , $20.00 ," $24,660.00 "," $2,959.20 ",21700.80," $12,330.00 ",9370.80,12/1/2014,12, December ,2014
Government,Mexico, Velo , High ,1395, $120.00 , $350.00 ," $488,250.00 "," $58,590.00 ",429660.00," $362,700.00 ",66960.00,7/1/2014,7, July ,2014
Government,United States of America, Velo , High ,986, $120.00 , $350.00 ," $345,100.00 "," $41,412.00 ",303688.00," $256,360.00 ",47328.00,10/1/2014,10, October ,2014
Government,Mexico, Velo , High ,905, $120.00 , $20.00 ," $18,100.00 "," $2,172.00 ",15928.00," $9,050.00 ",6878.00,10/1/2014,10, October ,2014
Channel Partners,Canada, VTT , High ,2109, $250.00 , $12.00 ," $25,308.00 "," $3,036.96 ",22271.04," $6,327.00 ",15944.04,5/1/2014,5, May ,2014
Midmarket,France, VTT , High ,3874.5, $250.00 , $15.00 ," $58,117.50 "," $6,974.10 ",51143.40," $38,745.00 ",12398.40,7/1/2014,7, July ,2014
Government,Canada, VTT , High ,623, $250.00 , $350.00 ," $218,050.00 "," $26,166.00 ",191884.00," $161,980.00 ",29904.00,9/1/2013,9, September ,2013
Government,United States of America, VTT , High ,986, $250.00 , $350.00 ," $345,100.00 "," $41,412.00 ",303688.00," $256,360.00 ",47328.00,10/1/2014,10, October ,2014
Enterprise,United States of America, VTT , High ,2387, $250.00 , $125.00 ," $298,375.00 "," $35,805.00 ",262570.00," $286,440.00 ",-23870.00,11/1/2014,11, November ,2014
Government,Mexico, VTT , High ,1233, $250.00 , $20.00 ," $24,660.00 "," $2,959.20 ",21700.80," $12,330.00 ",9370.80,12/1/2014,12, December ,2014
Government,United States of America, Amarilla , High ,270, $260.00 , $350.00 ," $94,500.00 "," $11,340.00 ",83160.00," $70,200.00 ",12960.00,2/1/2014,2, February ,2014
Government,France, Amarilla , High ,3421.5, $260.00 , $7.00 ," $23,950.50 "," $2,874.06 ",21076.44," $17,107.50 ",3968.94,7/1/2014,7, July ,2014
Government,Canada, Amarilla , High ,2734, $260.00 , $7.00 ," $19,138.00 "," $2,296.56 ",16841.44," $13,670.00 ",3171.44,10/1/2014,10, October ,2014
Midmarket,United States of America, Amarilla , High ,2548, $260.00 , $15.00 ," $38,220.00 "," $4,586.40 ",33633.60," $25,480.00 ",8153.60,11/1/2013,11, November ,2013
Government,France, Carretera , High ,2521.5, $3.00 , $20.00 ," $50,430.00 "," $6,051.60 ",44378.40," $25,215.00 ",19163.40,1/1/2014,1, January ,2014
Channel Partners,Mexico, Montana , High ,2661, $5.00 , $12.00 ," $31,932.00 "," $3,831.84 ",28100.16," $7,983.00 ",20117.16,5/1/2014,5, May ,2014
Government,Germany, Paseo , High ,1531, $10.00 , $20.00 ," $30,620.00 "," $3,674.40 ",26945.60," $15,310.00 ",11635.60,12/1/2014,12, December ,2014
Government,France, VTT , High ,1491, $250.00 , $7.00 ," $10,437.00 "," $1,252.44 ",9184.56," $7,455.00 ",1729.56,3/1/2014,3, March ,2014
Government,Germany, VTT , High ,1531, $250.00 , $20.00 ," $30,620.00 "," $3,674.40 ",26945.60," $15,310.00 ",11635.60,12/1/2014,12, December ,2014
Channel Partners,Canada, Amarilla , High ,2761, $260.00 , $12.00 ," $33,132.00 "," $3,975.84 ",29156.16," $8,283.00 ",20873.16,9/1/2013,9, September ,2013
Midmarket,United States of America, Carretera , High ,2567, $3.00 , $15.00 ," $38,505.00 "," $5,005.65 ",33499.35," $25,670.00 ",7829.35,6/1/2014,6, June ,2014
Midmarket,United States of America, VTT , High ,2567, $250.00 , $15.00 ," $38,505.00 "," $5,005.65 ",33499.35," $25,670.00 ",7829.35,6/1/2014,6, June ,2014
Government,Canada, Carretera , High ,923, $3.00 , $350.00 ," $323,050.00 "," $41,996.50 ",281053.50," $239,980.00 ",41073.50,3/1/2014,3, March ,2014
Government,France, Carretera , High ,1790, $3.00 , $350.00 ," $626,500.00 "," $81,445.00 ",545055.00," $465,400.00 ",79655.00,3/1/2014,3, March ,2014
Government,Germany, Carretera , High ,442, $3.00 , $20.00 ," $8,840.00 "," $1,149.20 ",7690.80," $4,420.00 ",3270.80,9/1/2013,9, September ,2013
Government,United States of America, Montana , High ,982.5, $5.00 , $350.00 ," $343,875.00 "," $44,703.75 ",299171.25," $255,450.00 ",43721.25,1/1/2014,1, January ,2014
Government,United States of America, Montana , High ,1298, $5.00 , $7.00 ," $9,086.00 "," $1,181.18 ",7904.82," $6,490.00 ",1414.82,2/1/2014,2, February ,2014
Channel Partners,Mexico, Montana , High ,604, $5.00 , $12.00 ," $7,248.00 ", $942.24 ,6305.76," $1,812.00 ",4493.76,6/1/2014,6, June ,2014
Government,Mexico, Montana , High ,2255, $5.00 , $20.00 ," $45,100.00 "," $5,863.00 ",39237.00," $22,550.00 ",16687.00,7/1/2014,7, July ,2014
Government,Canada, Montana , High ,1249, $5.00 , $20.00 ," $24,980.00 "," $3,247.40 ",21732.60," $12,490.00 ",9242.60,10/1/2014,10, October ,2014
Government,United States of America, Paseo , High ,1438.5, $10.00 , $7.00 ," $10,069.50 "," $1,309.04 ",8760.47," $7,192.50 ",1567.97,1/1/2014,1, January ,2014
Small Business,Germany, Paseo , High ,807, $10.00 , $300.00 ," $242,100.00 "," $31,473.00 ",210627.00," $201,750.00 ",8877.00,1/1/2014,1, January ,2014
Government,United States of America, Paseo , High ,2641, $10.00 , $20.00 ," $52,820.00 "," $6,866.60 ",45953.40," $26,410.00 ",19543.40,2/1/2014,2, February ,2014
Government,Germany, Paseo , High ,2708, $10.00 , $20.00 ," $54,160.00 "," $7,040.80 ",47119.20," $27,080.00 ",20039.20,2/1/2014,2, February ,2014
Government,Canada, Paseo , High ,2632, $10.00 , $350.00 ," $921,200.00 "," $119,756.00 ",801444.00," $684,320.00 ",117124.00,6/1/2014,6, June ,2014
Enterprise,Canada, Paseo , High ,1583, $10.00 , $125.00 ," $197,875.00 "," $25,723.75 ",172151.25," $189,960.00 ",-17808.75,6/1/2014,6, June ,2014
Channel Partners,Mexico, Paseo , High ,571, $10.00 , $12.00 ," $6,852.00 ", $890.76 ,5961.24," $1,713.00 ",4248.24,7/1/2014,7, July ,2014
Government,France, Paseo , High ,2696, $10.00 , $7.00 ," $18,872.00 "," $2,453.36 ",16418.64," $13,480.00 ",2938.64,8/1/2014,8, August ,2014
Midmarket,Canada, Paseo , High ,1565, $10.00 , $15.00 ," $23,475.00 "," $3,051.75 ",20423.25," $15,650.00 ",4773.25,10/1/2014,10, October ,2014
Government,Canada, Paseo , High ,1249, $10.00 , $20.00 ," $24,980.00 "," $3,247.40 ",21732.60," $12,490.00 ",9242.60,10/1/2014,10, October ,2014
Government,Germany, Paseo , High ,357, $10.00 , $350.00 ," $124,950.00 "," $16,243.50 ",108706.50," $92,820.00 ",15886.50,11/1/2014,11, November ,2014
Channel Partners,Germany, Paseo , High ,1013, $10.00 , $12.00 ," $12,156.00 "," $1,580.28 ",10575.72," $3,039.00 ",7536.72,12/1/2014,12, December ,2014
Midmarket,France, Velo , High ,3997.5, $120.00 , $15.00 ," $59,962.50 "," $7,795.13 ",52167.38," $39,975.00 ",12192.38,1/1/2014,1, January ,2014
Government,Canada, Velo , High ,2632, $120.00 , $350.00 ," $921,200.00 "," $119,756.00 ",801444.00," $684,320.00 ",117124.00,6/1/2014,6, June ,2014
Government,France, Velo , High ,1190, $120.00 , $7.00 ," $8,330.00 "," $1,082.90 ",7247.10," $5,950.00 ",1297.10,6/1/2014,6, June ,2014
Channel Partners,Mexico, Velo , High ,604, $120.00 , $12.00 ," $7,248.00 ", $942.24 ,6305.76," $1,812.00 ",4493.76,6/1/2014,6, June ,2014
Midmarket,Germany, Velo , High ,660, $120.00 , $15.00 ," $9,900.00 "," $1,287.00 ",8613.00," $6,600.00 ",2013.00,9/1/2013,9, September ,2013
Channel Partners,Mexico, Velo , High ,410, $120.00 , $12.00 ," $4,920.00 ", $639.60 ,4280.40," $1,230.00 ",3050.40,10/1/2014,10, October ,2014
Small Business,Mexico, Velo , High ,2605, $120.00 , $300.00 ," $781,500.00 "," $101,595.00 ",679905.00," $651,250.00 ",28655.00,11/1/2013,11, November ,2013
Channel Partners,Germany, Velo , High ,1013, $120.00 , $12.00 ," $12,156.00 "," $1,580.28 ",10575.72," $3,039.00 ",7536.72,12/1/2014,12, December ,2014
Enterprise,Canada, VTT , High ,1583, $250.00 , $125.00 ," $197,875.00 "," $25,723.75 ",172151.25," $189,960.00 ",-17808.75,6/1/2014,6, June ,2014
Midmarket,Canada, VTT , High ,1565, $250.00 , $15.00 ," $23,475.00 "," $3,051.75 ",20423.25," $15,650.00 ",4773.25,10/1/2014,10, October ,2014
Enterprise,Canada, Amarilla , High ,1659, $260.00 , $125.00 ," $207,375.00 "," $26,958.75 ",180416.25," $199,080.00 ",-18663.75,1/1/2014,1, January ,2014
Government,France, Amarilla , High ,1190, $260.00 , $7.00 ," $8,330.00 "," $1,082.90 ",7247.10," $5,950.00 ",1297.10,6/1/2014,6, June ,2014
Channel Partners,Mexico, Amarilla , High ,410, $260.00 , $12.00 ," $4,920.00 ", $639.60 ,4280.40," $1,230.00 ",3050.40,10/1/2014,10, October ,2014
Channel Partners,Germany, Amarilla , High ,1770, $260.00 , $12.00 ," $21,240.00 "," $2,761.20 ",18478.80," $5,310.00 ",13168.80,12/1/2013,12, December ,2013
Government,Mexico, Carretera , High ,2579, $3.00 , $20.00 ," $51,580.00 "," $7,221.20 ",44358.80," $25,790.00 ",18568.80,4/1/2014,4, April ,2014
Government,United States of America, Carretera , High ,1743, $3.00 , $20.00 ," $34,860.00 "," $4,880.40 ",29979.60," $17,430.00 ",12549.60,5/1/2014,5, May ,2014
Government,United States of America, Carretera , High ,2996, $3.00 , $7.00 ," $20,972.00 "," $2,936.08 ",18035.92," $14,980.00 ",3055.92,10/1/2013,10, October ,2013
Government,Germany, Carretera , High ,280, $3.00 , $7.00 ," $1,960.00 ", $274.40 ,1685.60," $1,400.00 ",285.60,12/1/2014,12, December ,2014
Government,France, Montana , High ,293, $5.00 , $7.00 ," $2,051.00 ", $287.14 ,1763.86," $1,465.00 ",298.86,2/1/2014,2, February ,2014
Government,United States of America, Montana , High ,2996, $5.00 , $7.00 ," $20,972.00 "," $2,936.08 ",18035.92," $14,980.00 ",3055.92,10/1/2013,10, October ,2013
Midmarket,Germany, Paseo , High ,278, $10.00 , $15.00 ," $4,170.00 ", $583.80 ,3586.20," $2,780.00 ",806.20,2/1/2014,2, February ,2014
Government,Canada, Paseo , High ,2428, $10.00 , $20.00 ," $48,560.00 "," $6,798.40 ",41761.60," $24,280.00 ",17481.60,3/1/2014,3, March ,2014
Midmarket,United States of America, Paseo , High ,1767, $10.00 , $15.00 ," $26,505.00 "," $3,710.70 ",22794.30," $17,670.00 ",5124.30,9/1/2014,9, September ,2014
Channel Partners,France, Paseo , High ,1393, $10.00 , $12.00 ," $16,716.00 "," $2,340.24 ",14375.76," $4,179.00 ",10196.76,10/1/2014,10, October ,2014
Government,Germany, VTT , High ,280, $250.00 , $7.00 ," $1,960.00 ", $274.40 ,1685.60," $1,400.00 ",285.60,12/1/2014,12, December ,2014
Channel Partners,France, Amarilla , High ,1393, $260.00 , $12.00 ," $16,716.00 "," $2,340.24 ",14375.76," $4,179.00 ",10196.76,10/1/2014,10, October ,2014
Channel Partners,United States of America, Amarilla , High ,2015, $260.00 , $12.00 ," $24,180.00 "," $3,385.20 ",20794.80," $6,045.00 ",14749.80,12/1/2013,12, December ,2013
Small Business,Mexico, Carretera , High ,801, $3.00 , $300.00 ," $240,300.00 "," $33,642.00 ",206658.00," $200,250.00 ",6408.00,7/1/2014,7, July ,2014
Enterprise,France, Carretera , High ,1023, $3.00 , $125.00 ," $127,875.00 "," $17,902.50 ",109972.50," $122,760.00 ",-12787.50,9/1/2013,9, September ,2013
Small Business,Canada, Carretera , High ,1496, $3.00 , $300.00 ," $448,800.00 "," $62,832.00 ",385968.00," $374,000.00 ",11968.00,10/1/2014,10, October ,2014
Small Business,United States of America, Carretera , High ,1010, $3.00 , $300.00 ," $303,000.00 "," $42,420.00 ",260580.00," $252,500.00 ",8080.00,10/1/2014,10, October ,2014
Midmarket,Germany, Carretera , High ,1513, $3.00 , $15.00 ," $22,695.00 "," $3,177.30 ",19517.70," $15,130.00 ",4387.70,11/1/2014,11, November ,2014
Midmarket,Canada, Carretera , High ,2300, $3.00 , $15.00 ," $34,500.00 "," $4,830.00 ",29670.00," $23,000.00 ",6670.00,12/1/2014,12, December ,2014
Enterprise,Mexico, Carretera , High ,2821, $3.00 , $125.00 ," $352,625.00 "," $49,367.50 ",303257.50," $338,520.00 ",-35262.50,12/1/2013,12, December ,2013
Government,Canada, Montana , High ,2227.5, $5.00 , $350.00 ," $779,625.00 "," $109,147.50 ",670477.50," $579,150.00 ",91327.50,1/1/2014,1, January ,2014
Government,Germany, Montana , High ,1199, $5.00 , $350.00 ," $419,650.00 "," $58,751.00 ",360899.00," $311,740.00 ",49159.00,4/1/2014,4, April ,2014
Government,Canada, Montana , High ,200, $5.00 , $350.00 ," $70,000.00 "," $9,800.00 ",60200.00," $52,000.00 ",8200.00,5/1/2014,5, May ,2014
Government,Canada, Montana , High ,388, $5.00 , $7.00 ," $2,716.00 ", $380.24 ,2335.76," $1,940.00 ",395.76,9/1/2014,9, September ,2014
Government,Mexico, Montana , High ,1727, $5.00 , $7.00 ," $12,089.00 "," $1,692.46 ",10396.54," $8,635.00 ",1761.54,10/1/2013,10, October ,2013
Midmarket,Canada, Montana , High ,2300, $5.00 , $15.00 ," $34,500.00 "," $4,830.00 ",29670.00," $23,000.00 ",6670.00,12/1/2014,12, December ,2014
Government,Mexico, Paseo , High ,260, $10.00 , $20.00 ," $5,200.00 ", $728.00 ,4472.00," $2,600.00 ",1872.00,2/1/2014,2, February ,2014
Midmarket,Canada, Paseo , High ,2470, $10.00 , $15.00 ," $37,050.00 "," $5,187.00 ",31863.00," $24,700.00 ",7163.00,9/1/2013,9, September ,2013
Midmarket,Canada, Paseo , High ,1743, $10.00 , $15.00 ," $26,145.00 "," $3,660.30 ",22484.70," $17,430.00 ",5054.70,10/1/2013,10, October ,2013
Channel Partners,United States of America, Paseo , High ,2914, $10.00 , $12.00 ," $34,968.00 "," $4,895.52 ",30072.48," $8,742.00 ",21330.48,10/1/2014,10, October ,2014
Government,France, Paseo , High ,1731, $10.00 , $7.00 ," $12,117.00 "," $1,696.38 ",10420.62," $8,655.00 ",1765.62,10/1/2014,10, October ,2014
Government,Canada, Paseo , High ,700, $10.00 , $350.00 ," $245,000.00 "," $34,300.00 ",210700.00," $182,000.00 ",28700.00,11/1/2014,11, November ,2014
Channel Partners,Canada, Paseo , High ,2222, $10.00 , $12.00 ," $26,664.00 "," $3,732.96 ",22931.04," $6,666.00 ",16265.04,11/1/2013,11, November ,2013
Government,United States of America, Paseo , High ,1177, $10.00 , $350.00 ," $411,950.00 "," $57,673.00 ",354277.00," $306,020.00 ",48257.00,11/1/2014,11, November ,2014
Government,France, Paseo , High ,1922, $10.00 , $350.00 ," $672,700.00 "," $94,178.00 ",578522.00," $499,720.00 ",78802.00,11/1/2013,11, November ,2013
Enterprise,Mexico, Velo , High ,1575, $120.00 , $125.00 ," $196,875.00 "," $27,562.50 ",169312.50," $189,000.00 ",-19687.50,2/1/2014,2, February ,2014
Government,United States of America, Velo , High ,606, $120.00 , $20.00 ," $12,120.00 "," $1,696.80 ",10423.20," $6,060.00 ",4363.20,4/1/2014,4, April ,2014
Small Business,United States of America, Velo , High ,2460, $120.00 , $300.00 ," $738,000.00 "," $103,320.00 ",634680.00," $615,000.00 ",19680.00,7/1/2014,7, July ,2014
Small Business,Canada, Velo , High ,269, $120.00 , $300.00 ," $80,700.00 "," $11,298.00 ",69402.00," $67,250.00 ",2152.00,10/1/2013,10, October ,2013
Small Business,Germany, Velo , High ,2536, $120.00 , $300.00 ," $760,800.00 "," $106,512.00 ",654288.00," $634,000.00 ",20288.00,11/1/2013,11, November ,2013
Government,Mexico, VTT , High ,2903, $250.00 , $7.00 ," $20,321.00 "," $2,844.94 ",17476.06," $14,515.00 ",2961.06,3/1/2014,3, March ,2014
Small Business,United States of America, VTT , High ,2541, $250.00 , $300.00 ," $762,300.00 "," $106,722.00 ",655578.00," $635,250.00 ",20328.00,8/1/2014,8, August ,2014
Small Business,Canada, VTT , High ,269, $250.00 , $300.00 ," $80,700.00 "," $11,298.00 ",69402.00," $67,250.00 ",2152.00,10/1/2013,10, October ,2013
Small Business,Canada, VTT , High ,1496, $250.00 , $300.00 ," $448,800.00 "," $62,832.00 ",385968.00," $374,000.00 ",11968.00,10/1/2014,10, October ,2014
Small Business,United States of America, VTT , High ,1010, $250.00 , $300.00 ," $303,000.00 "," $42,420.00 ",260580.00," $252,500.00 ",8080.00,10/1/2014,10, October ,2014
